9, 0.087999, 17158, 95074, 28.8241, 3.64586, -1, -1
6, 0.029094, 17981, 97816, 28.8241, 3.66161, -1, -1
7, 0.497961, 17162, 95092, 28.8241, 3.64729, -1, -1
8, 0.222863, 17162, 95091, 28.8241, 3.64684, -1, -1
9, 0.088242, 17162, 95091, 28.7638, 3.64568, -1, -1
6, 0.029715, 17972, 97760, 28.7638, 3.66033, -1, -1
7, 0.496753, 17156, 95061, 28.7638, 3.6466, -1, -1
8, 0.220112, 17156, 95062, 28.7638, 3.64601, -1, -1
9, 0.08744, 17156, 95062, 28.7333, 3.64505, -1, -1
7, 0.451982, 17150, 95034, 28.7333, 3.64504, -1, -1
4, 16.8059, 17150, 95034, 28.7333, 3.64504, -1, -1
5, 0.424564, 10203, 41337, 28.7333, 3.69568, -1, -1
-1, 19.1021, 10203, 41337, 28.7333, 3.69568, 0, 86
